,1INCH_p,AAVE_p,AVAX_p,BAT_p,BUSD_p,CAKE_p,COMP_p,CRV_p,CVX_p,DAI_p,FEI_p,FTM_p,GRT_p,GUSD_p,KAVA_p,LDO_p,LINK_p,LRC_p,MKR_p,RUNE_p,STX_p,THETA_p,TUSD_p,UNI_p,USDC_p,USDD_p,USDN_p,USDP_p,USDT_p,UST_p,WBTC_p,XTZ_p,YFI_p,ZRX_p
0,-0.03798603411067871,-0.0592879179360099,-0.07265074552894965,-0.030188050510010174,-0.0001205892318233279,-0.08606701333634896,-0.045330408539892286,-0.060670679983817026,-0.0015081663788149324,0.0006159267479621618,0.005174662606899388,-0.0431003959451264,-0.03309042655557995,-0.005772360835714599,-0.17166894792378565,0.005773527111945747,-0.0903138054089847,-0.07309847954317725,0.0038702719595268206,-0.08765228454011255,-0.08239395204925298,-0.027740130280281404,-0.00011481542844168442,-0.051105265518456136,0.00018492229664691042,-0.0018557558285723932,0.005219415472568674,-0.00016203427437711922,-0.0002890540906189829,0.09855000428044723,-0.037983542504604756,-0.04654328168418015,-0.028490661237304267,-0.0625749128983507
1,-0.024839368955104503,-0.054238989428783385,-0.06056734804593652,-0.08793845079888456,0.0008906931522291151,0.003909112739865993,-0.04618459085178027,-0.07474891619921487,0.06713032506450904,-0.001894755538462133,-0.010596437475967623,-0.14478747738215925,-0.28742001496584846,0.0023645311604761146,-0.10746289647083272,0.0065250201127641716,-0.019139096146289825,-0.02878282191296137,-0.13840452799219374,-0.06780949140380993,-0.04505225733969962,-0.02243107497257342,0.0002210072991322314,-0.01056553393575882,3.730743340425497e-05,0.000449907683461773,-0.006092775016748318,-0.003158159815169533,-0.0005385150754051367,-0.21367627744078896,-0.028428650452063428,-0.03490609118148746,-0.033071905272399046,-0.13328934887501676
2,-0.13655500633501488,-0.06190010801017804,-0.059258301525464116,-0.07259015147685167,0.002324845053036147,-0.11624632212439501,-0.11764448947738919,-0.010262209327033655,-0.0911884389549825,0.0013538263489710925,0.00924480320966244,-0.11213315520362294,-0.11412568200586114,-0.0009126606180567346,-0.24028429180420446,-0.05222971735071933,-0.08884226834434458,-0.18058662643205592,-0.034643232771707846,-0.09659016520369781,-0.05738782670648245,-0.1566090538089078,0.00035505776364485084,-0.0941580613924886,0.00025452339222467964,-0.0034722934514701542,-0.06417205802337657,0.001440650111980696,-0.0007140349646773369,0.6202543709110511,-0.007360098573061315,-0.054234130597528914,0.0004403471398613236,-0.09767669090203195
3,0.2098304922617469,0.053348818689152686,0.0200074433648803,0.03416377988883944,-0.0006687130339146239,0.08665487951266797,0.11015240660443383,0.1215701973661163,0.17117739373181245,0.00023930710330340093,-0.012996429807554194,0.026710524290827844,0.11570239231656622,0.0012753274472937235,0.1274813657985421,0.07204663563611903,0.050152012513907655,0.052048717560848286,-0.18901649092273265,0.05249811340702257,0.12263466949579717,0.07957249649774809,0.00042805935873338827,0.03884791160869982,0.0001181275935597283,-0.002898331873443622,-0.08207006630494497,0.0007667107811294334,-0.0017371865269487777,0.4899445144139516,-0.006530663308630619,0.05593262652753104,0.1253819404174588,0.12501824303637862
4,0.01741332338868893,0.22248146435312802,0.30454707636210226,0.20370575564530796,-0.0033827450594398293,0.2714409726726963,0.22039334232889263,0.2501788820028281,0.33620927089960284,-0.001341610705356091,0.007320745452957707,0.4300532467110785,0.3813896823434892,0.003703261266348276,0.2959768925737512,0.22991018827543935,0.19403111891878413,0.2755390959481157,0.07839921138823963,0.2937638762736791,0.13713935228956975,0.2611673683136681,-0.0020720915867568994,0.19712344259999215,-0.0009811215532371923,0.00566955243504769,0.13596866509290298,-0.0017117810633082281,0.0039191379022237485,-0.002208109628867491,0.0694797485127019,0.15981048127855052,0.17304221134799527,0.24542198221544628
5,-0.013677474371667246,-0.0453894703645467,-0.06395663960044454,-0.03906475067986378,0.0010985488959595854,-0.031094913957541194,-0.09938862065138708,-0.02939563279162153,-0.09033080151563073,-0.0011462277889144165,-0.00752203920519296,0.017747825865323637,-0.024602669386342594,-0.004223163563195825,-0.0227380998698784,0.027433288610087377,-0.03911960050754752,-0.03958812776680968,-0.14633248140160046,0.02954439507173093,-0.031327644136023715,-0.048857702943983956,-0.0005551546744187948,-0.0043247887202761135,-0.0002529715359246568,0.00018433368887580938,0.01809505113481171,-0.002341436976895763,0.00015367556839369922,0.007480612637575216,-0.0212454941368981,-0.04437800828898836,-0.09475704693888565,-0.005889142856759824
6,0.2039999057069706,0.19857691647922243,0.18538919192355993,0.1717558385490455,-0.0006075896284740281,0.19195584957040274,0.17418836032160648,0.17914113973714682,0.10413094595346657,0.001116613136496248,0.004976685713159871,0.19448589193454385,0.1963787286820327,0.00016617468388349253,0.21945099866340104,0.2774347894537335,0.17194229191213317,0.16555299828532163,0.10608277327425847,0.20824183990624653,0.16555986937707973,0.18276952492228185,0.0005912401772632371,0.14892503632539847,0.00039962775836226985,0.0022818814846017653,0.006681619070480663,-1.6042905031132002e-06,-3.851524375281951e-05,0.20296225421478492,0.10724261735409271,0.20626384788637514,0.19121285349139402,0.19032200565948554
7,0.0034243945037965738,0.04860635904362466,0.06572719734838871,0.020288479683916845,-0.0005557781760316532,0.03957478160577241,0.012741045825139892,-0.05040727318554595,0.04950238080313389,-7.385139577720766e-05,0.0016694335597404293,0.011880003595679273,-0.02328530655831197,-0.00013871332887638218,0.08288399165900746,-0.022745289355013798,0.024467721765352092,0.04960868094144745,0.05719244244310092,0.02322896183015424,0.051296454736900074,0.012327212596160497,-0.00021811428252501992,0.00933408263973953,-0.00016930613672715058,-0.00015858120296966384,0.0015731676178734756,0.003872623128612269,6.489321231126013e-05,0.0005082873697195154,0.03962716869114206,-0.018103691862602193,0.052977046655443234,0.06506545002282972
8,0.040148555870810024,0.04423370979159886,0.032940226092250356,0.04059230953495435,0.0006789860398883762,0.023598333415981904,0.04447219593547636,0.028820218972275973,0.01525431716026064,0.0005085038235701207,0.0037876439614180114,0.056278725727209565,0.010721717105640844,0.0013837852294109017,0.023038831595456662,0.012938660472979395,0.05184894396596668,0.03951668231467237,0.054056149855587446,0.06383533535009833,0.04736796862112991,0.052104911712624054,-6.518047209807296e-05,0.05399831257950976,0.00015863040374227395,-0.00021958148693694332,0.00456506693352309,0.0006490588145479696,5.02659443853735e-05,0.003019291744019669,0.016047587190436627,-0.0005990235062921002,0.02162716916196197,0.04904202676274336
9,-0.05568852309577749,0.02234927283610414,0.035296781847695004,0.012391591531837796,-0.0007637632293603575,0.008613364961851623,0.013558817733311027,0.06337769330194365,0.018379575426420155,-0.0003538479498774874,-0.00153160331426647,0.022831228731035956,0.019634950590008114,0.001499428110354489,0.051669842026691684,0.010853465668228531,0.010693192742970058,0.02424766650685318,0.02839289082417218,0.05977741469147013,0.023481379271929056,0.031331292598790805,0.0002657871996929452,-0.03608017871157534,-0.00012562971752808183,0.0018847581845780684,-0.005557376218823103,0.0008963471519306692,8.060456380734759e-06,0.00020427873243300773,0.012868632107515618,-0.007918823254570658,0.007328395671802603,0.020149209497833918
